template_path,template_x,template_y,template_w,template_h,query_path,query_x,query_y,query_w,query_h,BC,DEF,FM,IPR,IV,LR,MB,OCC,OPR,OV,SV
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Basketball/img/0237.jpg,253,185,34,81,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Basketball/img/0287.jpg,191,199,34,81,1,1,0,0,1,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Basketball/img/0430.jpg,174,233,34,81,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Basketball/img/0480.jpg,358,235,34,81,1,1,0,0,1,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Basketball/img/0071.jpg,228,242,34,81,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Basketball/img/0121.jpg,175,192,34,81,1,1,0,0,1,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Biker/img/0074.jpg,341,-8,32,35,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Biker/img/0124.jpg,386,73,22,23,0,0,1,0,0,1,1,1,1,1,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Biker/img/0031.jpg,223,45,22,37,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Biker/img/0081.jpg,377,22,28,29,0,0,1,0,0,1,1,1,1,1,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Biker/img/0037.jpg,215,33,24,39,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Biker/img/0087.jpg,390,67,26,24,0,0,1,0,0,1,1,1,1,1,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird1/img/0092.jpg,375,183,31,37,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird1/img/0142.jpg,341,166,31,37,0,1,1,0,0,0,0,0,0,1,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird1/img/0223.jpg,349,122,31,37,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird1/img/0273.jpg,486,65,31,37,0,1,1,0,0,0,0,0,0,1,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird1/img/0052.jpg,374,154,31,37,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird1/img/0102.jpg,369,187,31,37,0,1,1,0,0,0,0,0,0,1,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird2/img/0032.jpg,212,240,69,73,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird2/img/0082.jpg,138,214,69,73,0,1,1,1,0,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird2/img/0029.jpg,201,243,69,73,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird2/img/0079.jpg,148,218,69,73,0,1,1,1,0,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird2/img/0015.jpg,142,228,69,73,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird2/img/0065.jpg,213,225,69,73,0,1,1,1,0,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurBody/img/0226.jpg,221,127,98,257,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurBody/img/0276.jpg,58,136,114,298,0,1,1,1,0,0,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurBody/img/0064.jpg,331,72,117,347,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurBody/img/0114.jpg,251,75,94,278,0,1,1,1,0,0,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurBody/img/0047.jpg,367,127,126,349,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurBody/img/0097.jpg,199,134,104,295,0,1,1,1,0,0,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar2/img/0489.jpg,202,240,117,99,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar2/img/0539.jpg,231,190,135,120,0,0,1,0,0,0,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar2/img/0070.jpg,183,217,132,104,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar2/img/0120.jpg,232,235,152,119,0,0,1,0,0,0,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar2/img/0205.jpg,419,197,137,112,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar2/img/0255.jpg,239,246,114,91,0,0,1,0,0,0,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar3/img/0144.jpg,282,249,88,77,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar3/img/0194.jpg,250,160,83,69,0,0,1,0,0,0,1,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar3/img/0279.jpg,266,220,86,69,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar3/img/0329.jpg,268,189,83,71,0,0,1,0,0,0,1,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar3/img/0142.jpg,278,273,87,74,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar3/img/0192.jpg,247,139,83,69,0,0,1,0,0,0,1,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurFace/img/0025.jpg,301,206,91,108,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurFace/img/0075.jpg,263,277,97,113,0,0,1,1,0,0,1,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurFace/img/0149.jpg,296,238,97,112,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurFace/img/0199.jpg,354,208,94,123,0,0,1,1,0,0,1,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurFace/img/0293.jpg,200,159,110,122,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurFace/img/0343.jpg,303,114,102,127,0,0,1,1,0,0,1,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt/img/0113.jpg,353,154,26,61,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt/img/0163.jpg,417,169,26,61,0,1,0,1,0,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt/img/0165.jpg,419,170,26,61,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt/img/0215.jpg,447,160,26,61,0,1,0,1,0,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt/img/0175.jpg,458,169,26,61,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt/img/0225.jpg,452,154,26,61,0,1,0,1,0,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt2/img/0123.jpg,253,73,34,64,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt2/img/0173.jpg,304,83,34,64,1,1,0,0,0,0,0,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt2/img/0176.jpg,308,80,34,64,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt2/img/0226.jpg,345,100,34,64,1,1,0,0,0,0,0,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt2/img/0017.jpg,247,64,34,64,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt2/img/0067.jpg,226,74,34,64,1,1,0,0,0,0,0,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Boy/img/0334.jpg,180,187,30,36,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Boy/img/0384.jpg,234,228,40,46,0,0,1,1,0,0,1,0,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Boy/img/0262.jpg,254,130,24,38,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Boy/img/0312.jpg,197,208,35,41,0,0,1,1,0,0,1,0,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Boy/img/0302.jpg,202,203,33,46,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Boy/img/0352.jpg,242,227,31,38,0,0,1,1,0,0,1,0,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car1/img/0674.jpg,107,87,19,16,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car1/img/0724.jpg,122,85,19,16,1,0,1,0,1,1,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car1/img/0705.jpg,115,85,20,17,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car1/img/0755.jpg,139,82,20,16,1,0,1,0,1,1,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car1/img/0863.jpg,171,83,20,17,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car1/img/0913.jpg,173,81,22,17,1,0,1,0,1,1,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car2/img/0796.jpg,189,69,46,40,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car2/img/0846.jpg,189,75,48,41,1,0,1,0,1,0,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car2/img/0143.jpg,73,81,56,47,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car2/img/0193.jpg,75,76,57,47,1,0,1,0,1,0,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car2/img/0615.jpg,201,80,47,40,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car2/img/0665.jpg,191,76,48,41,1,0,1,0,1,0,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car24/img/1663.jpg,60,112,41,38,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car24/img/1713.jpg,62,115,41,38,1,0,0,0,1,0,0,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car24/img/2013.jpg,70,109,44,42,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car24/img/2063.jpg,59,112,43,42,1,0,0,0,1,0,0,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car24/img/1492.jpg,55,113,44,42,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car24/img/1542.jpg,53,113,43,39,1,0,0,0,1,0,0,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car4/img/0003.jpg,70,51,107,87,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car4/img/0053.jpg,68,58,95,73,0,0,0,0,1,0,0,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car4/img/0506.jpg,199,67,64,52,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car4/img/0556.jpg,203,64,70,56,0,0,0,0,1,0,0,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car4/img/0220.jpg,152,67,67,52,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car4/img/0270.jpg,186,66,64,51,0,0,0,0,1,0,0,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/CarDark/img/0291.jpg,145,119,29,23,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/CarDark/img/0341.jpg,138,126,30,23,1,0,0,0,1,0,0,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/CarDark/img/0087.jpg,102,126,30,23,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/CarDark/img/0137.jpg,105,124,29,22,1,0,0,0,1,0,0,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/CarDark/img/0284.jpg,141,118,30,23,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/CarDark/img/0334.jpg,142,122,30,23,1,0,0,0,1,0,0,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/CarScale/img/0080.jpg,81,176,54,24,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/CarScale/img/0130.jpg,94,170,67,39,0,0,1,1,0,0,0,1,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/CarScale/img/0113.jpg,83,174,63,34,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/CarScale/img/0163.jpg,124,164,102,51,0,0,1,1,0,0,0,1,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/CarScale/img/0039.jpg,54,172,47,27,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/CarScale/img/0089.jpg,81,176,57,28,0,0,1,1,0,0,0,1,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/ClifBar/img/0156.jpg,102,99,57,60,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/ClifBar/img/0206.jpg,194,132,45,78,1,0,1,1,0,0,1,1,0,1,1
