template_path,template_x,template_y,template_w,template_h,query_path,query_x,query_y,query_w,query_h,BC,DEF,FM,IPR,IV,LR,MB,OCC,OPR,OV,SV
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Basketball/img/0152.jpg,238,166,34,81,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Basketball/img/0202.jpg,284,158,34,81,1,1,0,0,1,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Basketball/img/0190.jpg,281,151,34,81,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Basketball/img/0240.jpg,248,188,34,81,1,1,0,0,1,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Basketball/img/0233.jpg,261,180,34,81,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Basketball/img/0283.jpg,191,193,34,81,1,1,0,0,1,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Biker/img/0040.jpg,208,27,24,39,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Biker/img/0090.jpg,399,53,26,24,0,0,1,0,0,1,1,1,1,1,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Biker/img/0090.jpg,399,53,26,24,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Biker/img/0140.jpg,374,84,17,19,0,0,1,0,0,1,1,1,1,1,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Biker/img/0040.jpg,208,27,24,39,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Biker/img/0090.jpg,399,53,26,24,0,0,1,0,0,1,1,1,1,1,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird1/img/0347.jpg,477,146,31,37,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird1/img/0397.jpg,476,236,31,37,0,1,1,0,0,0,0,0,0,1,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird1/img/0083.jpg,379,182,31,37,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird1/img/0133.jpg,345,176,31,37,0,1,1,0,0,0,0,0,0,1,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird1/img/0085.jpg,379,182,31,37,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird1/img/0135.jpg,345,176,31,37,0,1,1,0,0,0,0,0,0,1,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird2/img/0009.jpg,116,216,69,73,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird2/img/0059.jpg,246,231,69,73,0,1,1,1,0,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird2/img/0010.jpg,120,223,69,73,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird2/img/0060.jpg,240,233,69,73,0,1,1,1,0,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird2/img/0007.jpg,108,221,69,73,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird2/img/0057.jpg,253,233,69,73,0,1,1,1,0,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurBody/img/0024.jpg,392,79,115,352,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurBody/img/0074.jpg,261,47,124,329,0,1,1,1,0,0,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurBody/img/0153.jpg,220,103,81,270,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurBody/img/0203.jpg,294,140,84,249,0,1,1,1,0,0,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurBody/img/0130.jpg,297,124,103,268,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurBody/img/0180.jpg,220,111,102,259,0,1,1,1,0,0,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar2/img/0094.jpg,209,225,144,108,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar2/img/0144.jpg,289,198,141,113,0,0,1,0,0,0,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar2/img/0023.jpg,285,262,113,102,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar2/img/0073.jpg,175,165,136,106,0,0,1,0,0,0,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar2/img/0371.jpg,255,142,104,88,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar2/img/0421.jpg,215,195,100,85,0,0,1,0,0,0,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar3/img/0108.jpg,282,204,89,72,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar3/img/0158.jpg,236,229,86,72,0,0,1,0,0,0,1,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar3/img/0206.jpg,270,273,78,67,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar3/img/0256.jpg,177,215,83,72,0,0,1,0,0,0,1,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar3/img/0063.jpg,236,229,89,74,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar3/img/0113.jpg,217,193,83,71,0,0,1,0,0,0,1,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurFace/img/0216.jpg,294,176,98,119,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurFace/img/0266.jpg,279,153,101,122,0,0,1,1,0,0,1,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurFace/img/0148.jpg,290,289,96,109,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurFace/img/0198.jpg,322,212,97,123,0,0,1,1,0,0,1,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurFace/img/0239.jpg,313,210,101,117,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurFace/img/0289.jpg,344,184,104,123,0,0,1,1,0,0,1,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt/img/0092.jpg,329,153,26,61,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt/img/0142.jpg,395,168,26,61,0,1,0,1,0,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt/img/0196.jpg,458,170,26,61,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt/img/0246.jpg,529,132,26,61,0,1,0,1,0,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt/img/0009.jpg,332,160,26,61,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt/img/0059.jpg,339,151,26,61,0,1,0,1,0,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt2/img/0073.jpg,225,77,34,64,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt2/img/0123.jpg,253,73,34,64,1,1,0,0,0,0,0,0,0,0,0
