template_path,template_x,template_y,template_w,template_h,query_path,query_x,query_y,query_w,query_h,BC,DEF,FM,IPR,IV,LR,MB,OCC,OPR,OV,SV
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Basketball/img/0073.jpg,216,241,34,81,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Basketball/img/0173.jpg,279,157,34,81,1,1,0,0,1,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Basketball/img/0391.jpg,152,236,34,81,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Basketball/img/0491.jpg,419,232,34,81,1,1,0,0,1,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Basketball/img/0576.jpg,298,177,34,81,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Basketball/img/0676.jpg,349,220,34,81,1,1,0,0,1,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Biker/img/0032.jpg,222,43,22,37,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Biker/img/0132.jpg,383,79,20,20,0,0,1,0,0,1,1,1,1,1,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Biker/img/0027.jpg,227,55,20,33,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Biker/img/0127.jpg,386,74,22,23,0,0,1,0,0,1,1,1,1,1,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Biker/img/0011.jpg,250,79,17,28,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Biker/img/0111.jpg,398,61,26,24,0,0,1,0,0,1,1,1,1,1,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird1/img/0127.jpg,350,181,31,37,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird1/img/0227.jpg,349,115,31,37,0,1,1,0,0,0,0,0,0,1,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird1/img/0152.jpg,339,163,31,37,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird1/img/0252.jpg,351,73,31,37,0,1,1,0,0,0,0,0,0,1,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird1/img/0143.jpg,340,164,31,37,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird1/img/0243.jpg,346,106,31,37,0,1,1,0,0,0,0,0,0,1,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurBody/img/0231.jpg,303,130,96,266,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurBody/img/0331.jpg,339,89,109,291,0,1,1,1,0,0,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurBody/img/0213.jpg,331,118,94,248,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurBody/img/0313.jpg,241,128,104,292,0,1,1,1,0,0,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurBody/img/0036.jpg,400,100,117,369,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurBody/img/0136.jpg,166,142,98,278,0,1,1,1,0,0,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar2/img/0153.jpg,198,180,146,111,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar2/img/0253.jpg,240,217,122,95,0,0,1,0,0,0,1,0,0,0,1
