template_path,template_x,template_y,template_w,template_h,query_path,query_x,query_y,query_w,query_h,BC,DEF,FM,IPR,IV,LR,MB,OCC,OPR,OV,SV
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Basketball/img/0152.jpg,238,166,34,81,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Basketball/img/0252.jpg,226,186,34,81,1,1,0,0,1,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Basketball/img/0190.jpg,281,151,34,81,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Basketball/img/0290.jpg,193,193,34,81,1,1,0,0,1,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Basketball/img/0233.jpg,261,180,34,81,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Basketball/img/0333.jpg,133,220,34,81,1,1,0,0,1,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Biker/img/0040.jpg,208,27,24,39,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Biker/img/0140.jpg,374,84,17,19,0,0,1,0,0,1,1,1,1,1,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Biker/img/0026.jpg,228,57,20,33,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Biker/img/0126.jpg,386,74,22,23,0,0,1,0,0,1,1,1,1,1,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Biker/img/0040.jpg,208,27,24,39,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Biker/img/0140.jpg,374,84,17,19,0,0,1,0,0,1,1,1,1,1,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird1/img/0083.jpg,379,182,31,37,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird1/img/0183.jpg,345,157,31,37,0,1,1,0,0,0,0,0,0,1,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird1/img/0085.jpg,379,182,31,37,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird1/img/0185.jpg,349,157,31,37,0,1,1,0,0,0,0,0,0,1,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird1/img/0073.jpg,383,176,31,37,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird1/img/0173.jpg,339,163,31,37,0,1,1,0,0,0,0,0,0,1,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurBody/img/0010.jpg,169,117,90,313,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurBody/img/0110.jpg,174,54,98,284,0,1,1,1,0,0,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurBody/img/0135.jpg,177,140,111,284,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurBody/img/0235.jpg,144,116,113,268,0,1,1,1,0,0,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurBody/img/0183.jpg,257,117,101,257,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurBody/img/0283.jpg,182,80,102,291,0,1,1,1,0,0,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar2/img/0347.jpg,248,167,104,84,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar2/img/0447.jpg,265,215,105,82,0,0,1,0,0,0,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar2/img/0024.jpg,270,281,117,100,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar2/img/0124.jpg,268,230,143,112,0,0,1,0,0,0,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar2/img/0153.jpg,198,180,146,111,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar2/img/0253.jpg,240,217,122,95,0,0,1,0,0,0,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar3/img/0132.jpg,233,193,86,69,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar3/img/0232.jpg,297,203,85,70,0,0,1,0,0,0,1,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar3/img/0096.jpg,235,238,89,72,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar3/img/0196.jpg,237,170,77,70,0,0,1,0,0,0,1,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar3/img/0025.jpg,194,235,96,69,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar3/img/0125.jpg,170,182,83,69,0,0,1,0,0,0,1,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurFace/img/0371.jpg,286,201,106,125,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurFace/img/0471.jpg,275,185,112,132,0,0,1,1,0,0,1,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurFace/img/0106.jpg,228,199,105,116,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurFace/img/0206.jpg,242,153,103,118,0,0,1,1,0,0,1,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurFace/img/0361.jpg,345,238,104,120,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurFace/img/0461.jpg,310,176,107,124,0,0,1,1,0,0,1,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt/img/0204.jpg,457,166,26,61,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt/img/0304.jpg,467,85,26,61,0,1,0,1,0,0,0,1,1,0,0
