template_path,template_x,template_y,template_w,template_h,query_path,query_x,query_y,query_w,query_h,BC,DEF,FM,IPR,IV,LR,MB,OCC,OPR,OV,SV
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Basketball/img/0055.jpg,281,231,34,81,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Basketball/img/0080.jpg,168,236,34,81,1,1,0,0,1,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Basketball/img/0204.jpg,286,157,34,81,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Basketball/img/0229.jpg,269,182,34,81,1,1,0,0,1,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Basketball/img/0620.jpg,335,159,34,81,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Basketball/img/0645.jpg,333,165,34,81,1,1,0,0,1,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Biker/img/0091.jpg,401,51,26,24,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Biker/img/0116.jpg,397,69,26,24,0,0,1,0,0,1,1,1,1,1,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Biker/img/0056.jpg,210,16,29,48,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Biker/img/0081.jpg,377,22,28,29,0,0,1,0,0,1,1,1,1,1,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Biker/img/0021.jpg,234,64,19,29,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Biker/img/0046.jpg,202,19,26,44,0,0,1,0,0,1,1,1,1,1,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird1/img/0050.jpg,374,149,31,37,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird1/img/0075.jpg,383,176,31,37,0,1,1,0,0,0,0,0,0,1,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird1/img/0279.jpg,523,103,31,37,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird1/img/0304.jpg,558,277,31,37,0,1,1,0,0,0,0,0,0,1,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird1/img/0010.jpg,411,113,31,37,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird1/img/0035.jpg,378,135,31,37,0,1,1,0,0,0,0,0,0,1,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird2/img/0057.jpg,253,233,69,73,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird2/img/0082.jpg,138,214,69,73,0,1,1,1,0,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird2/img/0039.jpg,240,236,69,73,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird2/img/0064.jpg,220,229,69,73,0,1,1,1,0,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird2/img/0013.jpg,133,224,69,73,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird2/img/0038.jpg,235,240,69,73,0,1,1,1,0,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurBody/img/0107.jpg,200,34,110,289,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurBody/img/0132.jpg,258,125,122,277,0,1,1,1,0,0,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurBody/img/0245.jpg,271,103,91,274,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurBody/img/0270.jpg,202,117,122,284,0,1,1,1,0,0,1,0,0,0,1
