template_path,template_x,template_y,template_w,template_h,query_path,query_x,query_y,query_w,query_h,BC,DEF,FM,IPR,IV,LR,MB,OCC,OPR,OV,SV
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Basketball/img/0237.jpg,253,185,34,81,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Basketball/img/0337.jpg,136,225,34,81,1,1,0,0,1,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Basketball/img/0430.jpg,174,233,34,81,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Basketball/img/0530.jpg,348,182,34,81,1,1,0,0,1,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Basketball/img/0071.jpg,228,242,34,81,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Basketball/img/0171.jpg,277,158,34,81,1,1,0,0,1,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Biker/img/0010.jpg,252,82,16,26,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Biker/img/0110.jpg,398,57,26,24,0,0,1,0,0,1,1,1,1,1,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Biker/img/0031.jpg,223,45,22,37,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Biker/img/0131.jpg,384,78,20,20,0,0,1,0,0,1,1,1,1,1,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Biker/img/0037.jpg,215,33,24,39,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Biker/img/0137.jpg,377,82,17,19,0,0,1,0,0,1,1,1,1,1,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird1/img/0092.jpg,375,183,31,37,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird1/img/0192.jpg,348,153,31,37,0,1,1,0,0,0,0,0,0,1,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird1/img/0223.jpg,349,122,31,37,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird1/img/0323.jpg,505,263,31,37,0,1,1,0,0,0,0,0,0,1,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird1/img/0052.jpg,374,154,31,37,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bird1/img/0152.jpg,339,163,31,37,0,1,1,0,0,0,0,0,0,1,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurBody/img/0061.jpg,351,43,135,361,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurBody/img/0161.jpg,345,99,88,267,0,1,1,1,0,0,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurBody/img/0224.jpg,265,113,108,266,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurBody/img/0324.jpg,300,131,93,280,0,1,1,1,0,0,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurBody/img/0157.jpg,253,105,80,272,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurBody/img/0257.jpg,237,123,101,283,0,1,1,1,0,0,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar2/img/0271.jpg,243,232,127,100,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar2/img/0371.jpg,255,142,104,88,0,0,1,0,0,0,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar2/img/0226.jpg,230,187,126,108,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar2/img/0326.jpg,247,198,99,83,0,0,1,0,0,0,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar2/img/0064.jpg,236,235,138,106,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar2/img/0164.jpg,269,215,142,116,0,0,1,0,0,0,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar3/img/0049.jpg,209,277,88,69,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar3/img/0149.jpg,250,261,98,83,0,0,1,0,0,0,1,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar3/img/0072.jpg,252,242,91,71,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar3/img/0172.jpg,214,120,91,73,0,0,1,0,0,0,1,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar3/img/0213.jpg,258,242,81,71,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurCar3/img/0313.jpg,288,169,85,66,0,0,1,0,0,0,1,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurFace/img/0205.jpg,224,168,104,119,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurFace/img/0305.jpg,127,145,110,119,0,0,1,1,0,0,1,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurFace/img/0142.jpg,276,181,99,111,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurFace/img/0242.jpg,176,163,106,119,0,0,1,1,0,0,1,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurFace/img/0326.jpg,366,250,103,121,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/BlurFace/img/0426.jpg,345,207,89,123,0,0,1,1,0,0,1,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt/img/0118.jpg,365,156,26,61,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt/img/0218.jpg,451,155,26,61,0,1,0,1,0,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt/img/0021.jpg,328,158,26,61,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt/img/0121.jpg,369,156,26,61,0,1,0,1,0,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt/img/0140.jpg,391,165,26,61,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt/img/0240.jpg,496,139,26,61,0,1,0,1,0,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt2/img/0025.jpg,240,72,34,64,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt2/img/0125.jpg,265,76,34,64,1,1,0,0,0,0,0,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt2/img/0149.jpg,276,73,34,64,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt2/img/0249.jpg,369,100,34,64,1,1,0,0,0,0,0,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt2/img/0037.jpg,225,64,34,64,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Bolt2/img/0137.jpg,308,84,34,64,1,1,0,0,0,0,0,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Boy/img/0113.jpg,263,164,37,47,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Boy/img/0213.jpg,289,192,40,45,0,0,1,1,0,0,1,0,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Boy/img/0433.jpg,354,224,37,44,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Boy/img/0533.jpg,200,179,30,37,0,0,1,1,0,0,1,0,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Boy/img/0165.jpg,262,157,31,42,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Boy/img/0265.jpg,212,139,28,37,0,0,1,1,0,0,1,0,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car1/img/0863.jpg,171,83,20,17,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car1/img/0963.jpg,161,75,25,20,1,0,1,0,1,1,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car1/img/0175.jpg,38,83,29,25,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car1/img/0275.jpg,26,86,25,20,1,0,1,0,1,1,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car1/img/0123.jpg,55,85,36,30,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car1/img/0223.jpg,22,85,28,23,1,0,1,0,1,1,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car2/img/0688.jpg,187,76,48,40,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car2/img/0788.jpg,190,69,46,40,1,0,1,0,1,0,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car2/img/0017.jpg,75,78,62,51,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car2/img/0117.jpg,73,75,56,48,1,0,1,0,1,0,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car2/img/0334.jpg,82,79,54,44,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car2/img/0434.jpg,84,81,50,42,1,0,1,0,1,0,1,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car24/img/1957.jpg,73,114,44,40,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car24/img/2057.jpg,61,112,42,41,1,0,0,0,1,0,0,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car24/img/0262.jpg,166,115,29,25,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car24/img/0362.jpg,165,120,30,27,1,0,0,0,1,0,0,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car24/img/0555.jpg,110,117,39,35,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car24/img/0655.jpg,94,114,43,38,1,0,0,0,1,0,0,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car4/img/0302.jpg,198,69,63,47,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car4/img/0402.jpg,230,73,58,47,0,0,0,0,1,0,0,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car4/img/0143.jpg,91,59,83,69,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car4/img/0243.jpg,169,67,67,52,0,0,0,0,1,0,0,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car4/img/0468.jpg,203,66,67,52,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Car4/img/0568.jpg,207,62,71,57,0,0,0,0,1,0,0,0,0,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/CarDark/img/0003.jpg,74,125,29,24,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/CarDark/img/0103.jpg,103,125,30,24,1,0,0,0,1,0,0,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/CarDark/img/0220.jpg,112,124,30,25,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/CarDark/img/0320.jpg,151,128,30,23,1,0,0,0,1,0,0,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/CarDark/img/0291.jpg,145,119,29,23,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/CarDark/img/0391.jpg,75,129,35,30,1,0,0,0,1,0,0,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/CarScale/img/0087.jpg,81,175,57,29,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/CarScale/img/0187.jpg,114,152,158,74,0,0,1,1,0,0,0,1,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/CarScale/img/0028.jpg,45,171,44,24,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/CarScale/img/0128.jpg,92,171,66,37,0,0,1,1,0,0,0,1,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/CarScale/img/0080.jpg,81,176,54,24,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/CarScale/img/0180.jpg,120,158,137,62,0,0,1,1,0,0,0,1,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/ClifBar/img/0113.jpg,154,113,30,58,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/ClifBar/img/0213.jpg,187,77,63,103,1,0,1,1,0,0,1,1,0,1,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/ClifBar/img/0295.jpg,128,130,34,56,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/ClifBar/img/0395.jpg,117,148,43,69,1,0,1,1,0,0,1,1,0,1,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/ClifBar/img/0156.jpg,102,99,57,60,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/ClifBar/img/0256.jpg,126,121,24,41,1,0,1,1,0,0,1,1,0,1,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Coke/img/0081.jpg,274,192,46,80,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Coke/img/0181.jpg,250,198,48,80,1,0,1,1,1,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Coke/img/0058.jpg,360,175,48,80,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Coke/img/0158.jpg,267,167,48,80,1,0,1,1,1,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Coke/img/0084.jpg,268,188,48,80,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Coke/img/0184.jpg,260,227,48,80,1,0,1,1,1,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Couple/img/0039.jpg,130,22,30,72,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Couple/img/0139.jpg,131,17,38,86,1,1,1,0,0,0,0,0,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Couple/img/0010.jpg,40,33,28,66,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Couple/img/0110.jpg,171,30,25,94,1,1,1,0,0,0,0,0,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Couple/img/0014.jpg,65,32,26,68,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Couple/img/0114.jpg,135,41,29,87,1,1,1,0,0,0,0,0,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Coupon/img/0046.jpg,144,63,57,89,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Coupon/img/0146.jpg,99,66,57,89,1,0,0,0,0,0,0,1,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Coupon/img/0003.jpg,144,63,57,89,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Coupon/img/0103.jpg,144,63,57,89,1,0,0,0,0,0,0,1,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Coupon/img/0101.jpg,144,63,57,89,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Coupon/img/0201.jpg,51,75,57,89,1,0,0,0,0,0,0,1,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Crossing/img/0012.jpg,190,145,17,48,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Crossing/img/0112.jpg,67,97,15,35,1,1,1,0,0,0,0,0,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Crossing/img/0012.jpg,190,145,17,48,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Crossing/img/0112.jpg,67,97,15,35,1,1,1,0,0,0,0,0,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Crossing/img/0008.jpg,193,147,19,50,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Crossing/img/0108.jpg,72,98,13,34,1,1,1,0,0,0,0,0,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Crowds/img/0055.jpg,391,325,22,51,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Crowds/img/0155.jpg,74,320,22,51,1,1,0,0,1,0,0,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Crowds/img/0128.jpg,157,323,22,51,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Crowds/img/0228.jpg,36,316,22,51,1,1,0,0,1,0,0,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Crowds/img/0213.jpg,36,319,22,51,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Crowds/img/0313.jpg,23,315,22,51,1,1,0,0,1,0,0,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Dancer/img/0048.jpg,134,64,45,107,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Dancer/img/0148.jpg,147,56,61,123,0,1,0,1,0,0,0,0,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Dancer/img/0020.jpg,136,56,47,98,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Dancer/img/0120.jpg,139,35,63,128,0,1,0,1,0,0,0,0,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Dancer/img/0041.jpg,139,63,45,96,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Dancer/img/0141.jpg,133,44,63,134,0,1,0,1,0,0,0,0,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Dancer2/img/0048.jpg,155,64,50,142,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Dancer2/img/0148.jpg,165,64,43,148,0,1,0,0,0,0,0,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Dancer2/img/0022.jpg,115,61,49,142,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Dancer2/img/0122.jpg,146,72,53,129,0,1,0,0,0,0,0,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Dancer2/img/0030.jpg,121,73,48,140,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/Dancer2/img/0130.jpg,154,86,50,115,0,1,0,0,0,0,0,0,0,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/David/img/0100.jpg,179,71,43,57,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/David/img/0200.jpg,131,67,41,45,0,1,0,1,1,0,1,1,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/David/img/0084.jpg,132,66,50,60,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/David/img/0184.jpg,149,78,34,41,0,1,0,1,1,0,1,1,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/David/img/0134.jpg,139,73,41,44,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/David/img/0234.jpg,160,66,52,63,0,1,0,1,1,0,1,1,1,0,1
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/David2/img/0282.jpg,44,83,26,30,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/David2/img/0382.jpg,122,123,29,33,0,0,0,1,0,0,0,0,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/David2/img/0218.jpg,139,76,29,34,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/David2/img/0318.jpg,13,81,28,32,0,0,0,1,0,0,0,0,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/David2/img/0326.jpg,27,86,28,33,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/David2/img/0426.jpg,181,100,30,35,0,0,0,1,0,0,0,0,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/David3/img/0133.jpg,449,209,40,146,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/David3/img/0233.jpg,332,194,29,141,1,1,0,0,0,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/David3/img/0141.jpg,484,209,40,141,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/David3/img/0241.jpg,319,188,29,141,1,1,0,0,0,0,0,1,1,0,0
/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/David3/img/0061.jpg,309,191,37,139,/mnt/hdd1/users/aktgpt/datasets/template_matching/BBS/David3/img/0161.jpg,462,206,31,141,1,1,0,0,0,0,0,1,1,0,0
